Junction_ID_Alt	Junction_ID_Ref	Junction_Key_Alt_GRCh38	Junction_Key_Ref_GRCh38	Junction_Key_Alt_GRCh37	Junction_Key_Ref_GRCh37	Alpha_0	Beta_0	Pi_0	Alpha_1	Beta_1	Pi_1
13913116	13913119	11,34139496,34140380	11,34139496,34140399	11,34161043,34161927	11,34161043,34161946	0.128194268822571	346.679508659827	0.0100095218548299	5.44411177537617	155.089873548717	0.158879960237962
13173451	13173439	11,3676390,3676508	11,3676377,3676508	11,3697620,3697738	11,3697607,3697738	0.721169077568898	316.490300935127	0.010000280707972	1.89700357363434	14.1635820504397	0.0390087669630685
13201402	13201403	11,4082983,4083241	11,4082983,4083262	11,4104213,4104471	11,4104213,4104492	0.693917295759989	348.051091837417	0.0100007446260198	1.72270430667945	6.30404616158973	0.0471570658412409
14079887	14079861	11,44935687,44936802	11,44935663,44936802	11,44957238,44958353	11,44957214,44958353	0.212535577093444	513.092973910225	0.0100023774820024	6.76397548353752	138.302547416678	0.139115088133493
14145724	14145696	11,46494223,46508190	11,46494205,46508190	11,46515773,46529740	11,46515755,46529740	0.110974682066588	90.871408950477	0.0100490627499618	25.181888175359	705.882093277504	0.0100000235029639
14299033	14299002	11,47723342,47724027	11,47723317,47724027	11,47744894,47745579	11,47744869,47745579	0.284032185790383	215.762891344218	0.0100167357136523	1.26576260519489	214.761725860646	0.0100034765327808
14686488	14686468	11,61309980,61310294	11,61309961,61310294	11,61077452,61077766	11,61077433,61077766	0.287349616916945	913.366282597704	0.0100016899661165	1.07538062929276	560.931016570058	0.0100004638781359
14908972	14908951	11,62608827,62608961	11,62608806,62608961	11,62376299,62376433	11,62376278,62376433	0.227438160142693	263.87507435636	0.0100015794782261	0.957039895830026	10.2345069770125	0.0100000760492511
14917479	14917458	11,62627147,62627288	11,62627125,62627288	11,62394619,62394760	11,62394597,62394760	0.195933777681683	999.980382202723	0.0100000422343255	1.19706313499181	999.997679921952	0.362295722285784
14929019	14928998	11,62676661,62676812	11,62676640,62676812	11,62444133,62444284	11,62444112,62444284	0.659342150234879	720.96720175407	0.0100151383606602	2.17877250544779	230.655791814577	0.183325765831418
14953589	14953590	11,62787528,62789009	11,62787528,62789022	11,62555000,62556481	11,62555000,62556494	0.543353951730457	333.938060903983	0.0100011208506162	1.97902865822103	13.7432459561081	0.0503940197085629
14976057	14976058	11,62881448,62881880	11,62881448,62881892	11,62648920,62649352	11,62648920,62649364	3.26347246521338	999.944890999783	0.010000017915915	1.73657233689053	11.8795876462135	0.0122886952048171
15066556	15066557	11,64197975,64199924	11,64197975,64199939	11,63965447,63967396	11,63965447,63967411	1.04712581521182	118.436244062231	0.0100004690835194	2.61648663704414	35.4377372716486	0.0784055404597278
15081148	15081149	11,64234894,64235439	11,64234894,64235457	11,64002366,64002911	11,64002366,64002929	1.34398768433578	295.822318325329	0.0100014713474652	6.65319654850927	56.4710031565426	0.0100000162907321
15114551	15114552	11,64352387,64352726	11,64352387,64352743	11,64119859,64120198	11,64119859,64120215	1.42685843736663	115.506043360616	0.0100005953373752	1.64194211798725	5.78166938624426	0.479555168547439
13270422	13270412	11,6449470,6450550	11,6449447,6450550	11,6470700,6471780	11,6470677,6471780	0.409309633796624	118.23963658824	0.792873735889702	7.29234607414785	29.3578483839936	0.0787867861530545
15203845	15203846	11,65109924,65110462	11,65109924,65110481	11,64877396,64877934	11,64877396,64877953	1.12517221057132	548.547717258597	0.0100007866562564	2.10469288270377	12.207125867337	0.0263673567220394
15218467	15218442	11,65133270,65133469	11,65133253,65133469	11,64900741,64900940	11,64900724,64900940	1.00303764405342	320.711703437806	0.0100010714685368	2.62508080082846	20.4222938953368	0.0309689380175457
15369139	15369140	11,65620967,65622223	11,65620967,65622244	11,65388438,65389694	11,65388438,65389715	5.34001127182452	70.2681919437121	0.0100000167464034	2.24338934395252	3.85114756677744	0.0100000678783596
15414761	15414739	11,65868441,65868509	11,65868422,65868509	11,65635912,65635980	11,65635893,65635980	2.60178721372695	160.017855661955	0.0100000668803187	0.427014547124651	1.03987423240441	0.0100000576923714
15530502	15530503	11,66638753,66639677	11,66638753,66639699	11,66406224,66407148	11,66406224,66407170	4.21982163641307	704.790214061253	0.0100010449413075	4.58896100312609	160.931260360216	0.0101554366411666
15671591	15671592	11,67608723,67609425	11,67608723,67609451	11,67376194,67376896	11,67376194,67376922	0.732360633400901	679.210823824969	0.0100025784768017	1.04247385731424	130.094428000618	0.0100005884220547
15750551	15750552	11,68564433,68566998	11,68564433,68567013	11,68331901,68334466	11,68331901,68334481	0.242476613666053	175.392051198651	0.0100001109394627	3.40679588342469	34.5720845081891	0.0224349626533804
15753308	15753309	11,68596219,68600320	11,68596219,68600340	11,68363687,68367788	11,68363687,68367808	0.177697753053076	344.570399160115	0.0100023634523172	2.60710723721783	37.6601084351525	0.0939362164619481
15782420	15782421	11,69071421,69071907	11,69071421,69071922	11,68838889,68839375	11,68838889,68839390	0.120775590698797	90.4764233921615	0.0100008982923842	20.0725171286037	302.679342453656	0.0862122306673633
15956582	15956556	11,72693484,72693691	11,72693471,72693691	11,72404529,72404736	11,72404516,72404736	0.317602368564847	729.138500108753	0.010037312343846	23.3076125792843	999.349652584469	0.196966465473987
16193233	16193223	11,77379410,77379893	11,77379389,77379893	11,77090455,77090938	11,77090434,77090938	0.315391745100382	350.623000273996	0.0100002414151524	2.71047237444547	97.9937741210536	0.222518543037705
16203892	16203878	11,77622690,77624962	11,77622674,77624962	11,77333735,77336007	11,77333719,77336007	1.19623837193179	149.016613379514	0.0100001675924834	1.61923163683823	37.7806405280531	0.0100002384699238
13344663	13344665	11,8683266,8683989	11,8683266,8684005	11,8704813,8705536	11,8704813,8705552	0.872498556121923	236.49398058989	0.0100001183885509	1.61103845521033	12.4558430920027	0.0100000147096964
16466047	16466050	11,93801973,93807500	11,93801973,93807517	11,93535139,93540666	11,93535139,93540683	0.896402474491544	60.7595615337052	0.0100000466311342	1.73139373035322	23.7345373396598	0.0100000017083418
16477352	16477331	11,94459599,94460935	11,94459582,94460935	11,94192765,94194101	11,94192748,94194101	0.100001548679058	46.2962948744173	0.652402608603248	1.04040986740573	58.5514395732585	0.0100008662266977
16511195	16511177	11,95779949,95783064	11,95779927,95783064	11,95513113,95516228	11,95513091,95516228	0.753465912152721	101.041090122209	0.0100005234484805	2.22752140307174	65.530977613769	0.0100003390006196
20850757	20850742	12,101395689,101396398	12,101395671,101396398	12,101789467,101790176	12,101789449,101790176	0.568580238198653	771.008362663331	0.0100049432736386	1.26954362766392	74.5593571605393	0.083743186012063
20974676	20974677	12,105120598,105121088	12,105120598,105121100	12,105514376,105514866	12,105514376,105514878	3.35506005611342	52.8468816715021	0.0100000099862599	2.27111595262858	7.02520342551408	0.0100000473390248
21052768	21052757	12,108523650,108524315	12,108523635,108524315	12,108917427,108918092	12,108917412,108918092	0.865189926711516	559.917222671078	0.0100023572357404	1.49969358618973	29.052785503629	0.0804259968713541
21093260	21093263	12,109098639,109099172	12,109098639,109099188	12,109536444,109536977	12,109536444,109536993	0.100000734619289	349.515555647674	0.166715438679802	1.44530250748498	59.8019640333292	0.0100000887098944
21147617	21147618	12,109999785,110011990	12,109999785,110012004	12,110437590,110449795	12,110437590,110449809	1.07996097459941	81.3006461181661	0.0100004495232917	211.878031905059	990.362400108934	0.249979471384489
21255109	21255099	12,111509635,111509890	12,111509620,111509890	12,111947439,111947694	12,111947424,111947694	0.152077263811152	183.740275172246	0.0100004596236817	3.27743022352335	68.761091333435	0.153087393512641
21298240	21298242	12,112013610,112019739	12,112013610,112019755	12,112451414,112457543	12,112451414,112457559	0.60766988414706	166.145734041428	0.560521587178665	0.72174587141756	8.19121297418529	0.0661787910361066
21340400	21340402	12,112477731,112477834	12,112477731,112477856	12,112915535,112915638	12,112915535,112915660	0.10000065571191	49.7253843646408	0.200144070493956	2.44738252890703	9.54649347636082	0.0100001756290246
21351972	21351973	12,112908825,112911035	12,112908825,112911050	12,113346630,113348840	12,113346630,113348855	0.728171975460683	83.1202931947598	0.0100000201835854	1.00445997919755	2.03087444167891	0.0676596069389953
21440884	21440855	12,115975350,115975514	12,115975314,115975514	12,116413155,116413319	12,116413119,116413319	1.5066591068838	112.097371941606	0.0100002587849436	1.6511837484393	9.72471663787996	0.0100000996029319
21810386	21810371	12,122216606,122216758	12,122216585,122216758	12,122701153,122701305	12,122701132,122701305	0.687450986851424	736.606634809888	0.010012215595066	1.96954166144858	396.462069044539	0.166970707350142
21867076	21867077	12,122855613,122855815	12,122855613,122855830	12,123340160,123340362	12,123340160,123340377	1.98021276902958	146.450452935377	0.010000940082633	1.57967914567997	12.3633272363369	0.0100000196644902
18395272	18395246	12,21474996,21475467	12,21474980,21475467	12,21627930,21628401	12,21627914,21628401	0.825455257650874	152.831183716854	0.010002350394497	0.626509165234074	6.75431591887676	0.0100003769310334
18424823	18424824	12,22671356,22673482	12,22671356,22673499	12,22824290,22826416	12,22824290,22826433	0.100001107972978	222.285966528648	0.18218191941623	0.429547034281426	15.3022108320404	0.010000127173785
18508431	18508407	12,27003406,27014077	12,27003391,27014077	12,27156339,27167010	12,27156324,27167010	0.650926425246901	259.416149597055	0.0100011910139383	16.9471769216407	999.997707385961	0.310817165015045
18557891	18557892	12,29297201,29307633	12,29297201,29307657	12,29450134,29460566	12,29450134,29460590	0.100000481282875	219.136249843324	0.313081696632046	4.05664906415474	31.0591530497754	0.0100001897082079
17689002	17689003	12,2877283,2885262	12,2877283,2885282	12,2986449,2994428	12,2986449,2994448	0.839368306694367	176.626187518392	0.010000557675252	0.709037005917162	2.53457102092354	0.0100000175766635
17710842	17710843	12,3281818,3283023	12,3281818,3283044	12,3390984,3392189	12,3390984,3392210	0.727083274109876	185.441472283669	0.010000605962558	0.868693136042008	16.4426232336528	0.0310528009533228
19221615	19221589	12,49565680,49566076	12,49565668,49566076	12,49959463,49959859	12,49959451,49959859	0.771951479758906	234.169473430889	0.0100010002053541	1.76959210063836	74.6000253284621	0.0100000107568802
19338435	19338436	12,50780239,50795897	12,50780239,50795908	12,51174022,51189680	12,51174022,51189691	3.17874365638058	116.513766595573	0.0100002346672247	5.71947610067742	43.2587638166	0.0100000398946375
19354887	19354888	12,51048479,51049012	12,51048479,51049033	12,51442262,51442795	12,51442262,51442816	2.10953074557153	168.573929819247	0.0100009152807851	15.258247607261	235.748192673939	0.15813639310443
19571145	19571146	12,53028189,53033790	12,53028189,53033805	12,53421973,53427574	12,53421973,53427589	1.29441242186332	139.714766357496	0.0100000371433991	1.65749244189942	32.7693776562902	0.0100001255983641
19618154	19618155	12,53306321,53306659	12,53306321,53306679	12,53700105,53700443	12,53700105,53700463	1.66710638623488	457.759926904867	0.0100003021228026	1.87153980051858	107.780909595051	0.0100003267795089
19660380	19660321	12,53665453,53669147	12,53665429,53669147	12,54059237,54062931	12,54059213,54062931	0.100000016004313	0.56060455826557	0.855512627969212	0.303087908015909	0.282841494897372	0.0100000187720697
19786305	19786289	12,55955879,55956102	12,55955864,55956102	12,56349663,56349886	12,56349648,56349886	0.414880994274321	999.105369997116	0.0100000032725193	1.50617097320243	999.763405016655	0.0100000209989216
19789967	19789968	12,55968170,55968755	12,55968170,55968777	12,56361954,56362539	12,56361954,56362561	0.487751884199021	927.008851226018	0.0100006888109755	2.23551732673003	38.9345541545048	0.0697301911559898
19811637	19811639	12,56109294,56109838	12,56109294,56109856	12,56503078,56503622	12,56503078,56503640	0.100000000094114	1.32104552698632	0.0253103378669362	1.64251211593053	1.19193144620228	0.0100000002596371
19819446	19819447	12,56134429,56136722	12,56134429,56136743	12,56528213,56530506	12,56528213,56530527	0.169474512592785	997.790232145597	0.348184376525772	1.31548424393291	520.346229685132	0.0100002998978824
20026278	20026257	12,57517460,57517705	12,57517439,57517705	12,57911243,57911488	12,57911222,57911488	1.83888982822538	309.415733786654	0.0100007632700696	1.23649127738207	9.46409770784974	0.0100000043635424
20055175	20055177	12,57716194,57716381	12,57716194,57716411	12,58109977,58110164	12,58109977,58110194	1.59731745499224	976.962226819822	0.0100001395623366	1.86735732618344	79.990003746613	0.0284397792626692
20067215	20067166	12,57751753,57752174	12,57751737,57752174	12,58145536,58145957	12,58145520,58145957	1.97812118998329	915.633719212919	0.0100003928670568	9.85496814843571	736.467946326407	0.115885166316992
20069371	20069353	12,57769424,57769564	12,57769405,57769564	12,58163207,58163347	12,58163188,58163347	0.882284402219694	329.169426541717	0.0100004823857859	3.88594539386059	111.339211021768	0.201952852399711
20147560	20147561	12,63785073,63802049	12,63785073,63802090	12,64178853,64195829	12,64178853,64195870	0.15315947255179	151.427703424255	0.01002321148417	1.94924033328947	358.78193246329	0.0100009070598994
20148473	20148474	12,63805405,63808654	12,63805405,63808674	12,64199185,64202434	12,64199185,64202454	0.315228817627424	154.746257164925	0.0100022145941547	2.51194645133176	22.0609425525509	0.0305070066868454
20381884	20381886	12,71918549,71920712	12,71918549,71920730	12,72312329,72314492	12,72312329,72314510	0.523225499654138	232.014463223642	0.0100026570161636	1.10518354557929	57.9894707039512	0.0100001253511842
20382121	20382124	12,71921455,71922963	12,71921455,71922982	12,72315235,72316743	12,72315235,72316762	0.10000012519654	107.267983846154	0.759562477352438	2.40594704102206	33.2084827461057	0.0100001523916154
23939888	23939889	13,102645010,102646279	13,102645010,102646293	13,103297360,103298629	13,103297360,103298643	0.249784603121118	125.269484722829	0.0101471849829621	1.40586332922106	2.51386747424113	0.14475240722241
23944381	23944352	13,102770101,102773681	13,102770087,102773681	13,103422451,103426031	13,103422437,103426031	0.557804240185736	89.5589683683239	0.0100024129424326	1.04266712386659	6.58974922226452	0.143574663667913
24167799	24167800	13,113210089,113218929	13,113210089,113218944	13,113864403,113873243	13,113864403,113873258	2.42471853551372	470.224939062317	0.0913592114824049	0.813218469238791	17.3119073014942	0.0100001653161403
24174960	24174962	13,113260760,113263462	13,113260760,113263486	13,113915074,113917776	13,113915074,113917800	0.214114101140828	409.234047919747	0.0100095058579522	3.16894743336334	57.1078302669284	0.0245753839515336
22626891	22626875	13,19741664,19751270	13,19741650,19751270	13,20315804,20325410	13,20315790,20325410	0.100000133994597	247.570717246065	0.333538163644537	2.44526328000878	193.307527074209	0.0100000285745251
22649512	22649514	13,20082131,20082765	13,20082131,20082780	13,20656271,20656905	13,20656271,20656920	0.999163634889141	191.735550697692	0.0100006624220798	2.73310032110458	49.0756269112304	0.0100000104557725
22783945	22783946	13,25315468,25319308	13,25315468,25319325	13,25889606,25893446	13,25889606,25893463	0.629392941434896	128.228895330331	0.0100008073883967	1.79529128948188	70.6731424610276	0.0100000559552318
22800675	22800676	13,26396355,26397138	13,26396355,26397152	13,26970492,26971275	13,26970492,26971289	0.153285795562386	14.2263882489265	0.0100023574933562	17.1488914074911	9.1215774208546	0.0100000028367684
22829778	22829783	13,27622010,27622840	13,27622010,27622874	13,28196147,28196977	13,28196147,28197011	1.80342089328408	402.630646480002	0.0100004773171459	7.95877258940801	554.914880541252	0.0100000101837425
23215858	23215859	13,45267377,45283421	13,45267377,45283441	13,45841512,45857556	13,45841512,45857576	1.75902842072579	188.249070525313	0.0100026186775468	1.71867171010777	27.7515398017313	0.0100000391775442
23223807	23223675	13,45337404,45338659	13,45337389,45338659	13,45911539,45912794	13,45911524,45912794	1.19142350492767	260.660391239861	0.0100000098753061	1.53518131981877	7.50219671294422	0.0100000334917122
23224878	23224833	13,45338798,45339496	13,45338777,45339496	13,45912933,45913631	13,45912912,45913631	0.206247490402253	0.632613609457394	0.0100012513223235	4.24700323042192	0.493955829409507	0.0274279484257353
23296334	23296335	13,48041117,48045643	13,48041117,48045659	13,48615253,48619779	13,48615253,48619795	0.326766899029425	117.429141691378	0.0100017089069861	1.25585750597919	21.4554872775035	0.0100005593326023
23299263	23299243	13,48079991,48081644	13,48079976,48081644	13,48654127,48655780	13,48654112,48655780	0.779492911222459	352.512905973057	0.0100024635181056	2.86352277663505	191.245385673459	0.0100000149581017
23850818	23850806	13,98475003,98475249	13,98474979,98475249	13,99127257,99127503	13,99127233,99127503	0.858702192647796	603.060385469574	0.0100007163463942	3.29214752410122	38.287946270116	0.108088414091149
26717290	26717291	14,102408620,102414621	14,102408620,102414635	14,102874957,102880958	14,102874957,102880972	0.100000555337271	31.3870865297214	0.811003252059757	1.50600009287467	23.9772934925815	0.347150813228644
26759230	26759219	14,102939744,102939829	14,102939728,102939829	14,103406081,103406166	14,103406065,103406166	1.03586452982243	611.788266959548	0.0100008434872464	1.15005662070153	171.532081422725	0.0100000665226842
26888141	26888142	14,104710189,104710918	14,104710189,104710936	14,105176526,105177255	14,105176526,105177273	0.762259875877368	357.784495739473	0.0100004222134588	1.86623180016296	12.591663275166	0.0311495584526511
26981982	26981962	14,105211312,105212112	14,105211294,105212112	14,105677649,105678449	14,105677631,105678449	0.13197130065051	120.292938126145	0.010000059691126	3.59155771632922	44.8538488748186	0.0100000805885148
24377886	24377887	14,21088099,21088814	14,21088099,21088829	14,21556258,21556973	14,21556258,21556988	1.87161122208126	304.254680261182	0.0100003148975771	1.15910823534292	7.60625575510068	0.0534706201225416
24457779	24457780	14,22768172,22769776	14,22768172,22769790	14,23237381,23238985	14,23237381,23238999	1.01542043720201	162.107179278757	0.0100000391308011	1.93564260965574	17.9831061608238	0.0100001833061067
24460403	24460388	14,22773729,22773932	14,22773717,22773932	14,23242938,23243141	14,23242926,23243141	0.570065467398533	182.986822359249	0.0100003080073645	2.42668042870074	16.5937746479984	0.455149003533334
24672913	24672914	14,24238406,24238572	14,24238406,24238588	14,24707612,24707778	14,24707612,24707794	0.720480512209172	399.276229182553	0.0100016350444885	1.0818647002037	23.1253086309849	0.0100000089236233
24680087	24680084	14,24271015,24271112	14,24270999,24271112	14,24740221,24740318	14,24740205,24740318	0.142167531386815	6.90249183200884	0.0100364042545307	4.39568483210996	5.76896251773399	0.0100000388200126
24760809	24760810	14,30700259,30702278	14,30700259,30702295	14,31169465,31171484	14,31169465,31171501	0.174865811451613	661.89271691494	0.0100087462988676	0.799803297401896	21.9312744353474	0.0100003698770003
25094174	25094175	14,49729549,49732679	14,49729549,49732703	14,50196267,50199397	14,50196267,50199421	0.245394887592733	19.2103722619675	0.0100042448475735	1.60472533454772	15.6400306138429	0.0100008679996228
25302536	25302537	14,55633342,55634512	14,55633342,55634525	14,56100060,56101230	14,56100060,56101243	0.546823906512534	643.205050351182	0.0100021429724385	8.51888271112066	294.681737825912	0.211861138529572
25357011	25356989	14,58291723,58297954	14,58291708,58297954	14,58758441,58764672	14,58758426,58764672	0.317639751379536	122.951876273121	0.0100004821424968	0.666912162676566	5.34877583997384	0.0100000774581206
25547383	25547385	14,64924127,64925990	14,64924127,64926009	14,65390845,65392708	14,65390845,65392727	1.01778911705062	510.041056662599	0.181434840890857	1.32322201732003	28.2991701806056	0.0100000174324472
25639140	25639129	14,67775133,67775859	14,67775115,67775859	14,68241850,68242576	14,68241832,68242576	1.0307748291261	32.1216310478297	0.0100004376535432	3.55942945956926	10.4987327404344	0.16134200694015
25639306	25639300	14,67777769,67778125	14,67777736,67778125	14,68244486,68244842	14,68244453,68244842	0.100000111618626	122.80390162895	0.959263230061109	0.928910254973819	23.5528356991903	0.225331722928667
25722702	25722708	14,69768283,69768582	14,69768283,69768612	14,70235000,70235299	14,70235000,70235329	0.198151477016242	1.16776828713846	0.14398347367686	987.015336953599	197.741316939056	0.199796275569559
25887057	25887058	14,73892209,73893775	14,73892209,73893796	14,74358912,74360478	14,74358912,74360499	0.699476632601354	110.865824280418	0.010000007537299	4.24593149601538	14.3762245950836	0.0971694345496122
25953222	25953224	14,74889350,74889877	14,74889350,74889896	14,75356053,75356580	14,75356053,75356599	0.727294559001481	1.35352945027817	0.0100000840338584	11.3319518242165	0.24455225306139	0.0143342065529655
25962114	25962116	14,75007789,75009010	14,75007789,75009030	14,75474492,75475713	14,75474492,75475733	0.11715363060196	357.731045601843	0.0100109367140108	0.704405888153577	30.7292282228228	0.0100010186530404
25965013	25964990	14,75042499,75046375	14,75042478,75046375	14,75509202,75513078	14,75509181,75513078	0.353098732385054	63.2425892918435	0.0100001100545794	0.822886485203536	5.03169106276994	0.0100000947607954
25972707	25972697	14,75114331,75117194	14,75114314,75117194	14,75581034,75583897	14,75581017,75583897	0.100001320262416	55.8547575129678	0.934333312260308	15.1654642671198	998.506918944302	0.578041218997036
26061564	26061566	14,77326906,77327447	14,77326906,77327471	14,77793249,77793790	14,77793249,77793814	0.415719441361678	455.926908197454	0.0100014778464369	18.9798383889717	540.063383291958	0.108002657085141
26089607	26089594	14,77737096,77738777	14,77737076,77738777	14,78203439,78205120	14,78203419,78205120	0.34170086514371	120.430815929896	0.0100014263819194	123.162547520442	997.409723943007	0.190718556732088
